Paragraph	Hovedområde	Aktivitetsområde	Hovedkonto	Underkonto	Standardkonto	R 2015	B 2016	F 2017	BO 1 2018	BO 2 2019	BO 3 2020
Uddannelses- og Forskningsministeriet	Videregående uddannelser og forskning	De videregående kunstneriske uddannelser	Arkitektskolen Aarhus	Almindelig virksomhed	Husleje, leje af arealer,leasing	16.8	17.1	16.9	16.4	16.0	15.0
Uddannelses- og Forskningsministeriet	Videregående uddannelser og forskning	De videregående kunstneriske uddannelser	Arkitektskolen Aarhus	Almindelig virksomhed	Lønninger / personaleomkostninger	57.1	72.3	71.5	69.3	66.6	62.1
Uddannelses- og Forskningsministeriet	Videregående uddannelser og forskning	De videregående kunstneriske uddannelser	Arkitektskolen Aarhus	Almindelig virksomhed	Af- og nedskrivninger	0.1	2.0	1.0	1.0	1.0	1.0
Uddannelses- og Forskningsministeriet	Videregående uddannelser og forskning	De videregående kunstneriske uddannelser	Arkitektskolen Aarhus	Almindelig virksomhed	Andre driftsindtægter	-0.0	-2.0	-2.0	-2.0	-2.0	-2.0
Uddannelses- og Forskningsministeriet	Videregående uddannelser og forskning	De videregående kunstneriske uddannelser	Arkitektskolen Aarhus	Almindelig virksomhed	Andre ordinære driftsomkostninger	29.0	15.6	17.8	17.3	16.8	15.7
Uddannelses- og Forskningsministeriet	Videregående uddannelser og forskning	De videregående kunstneriske uddannelser	Arkitektskolen Aarhus	Almindelig virksomhed	Finansielle indtægter	-0.0	0.0	0.0	0.0	0.0	0.0
Uddannelses- og Forskningsministeriet	Videregående uddannelser og forskning	De videregående kunstneriske uddannelser	Arkitektskolen Aarhus	Almindelig virksomhed	Finansielle omkostninger	0.0	0.0	0.0	0.0	0.0	0.0
Uddannelses- og Forskningsministeriet	Videregående uddannelser og forskning	De videregående kunstneriske uddannelser	Arkitektskolen Aarhus	Almindelig virksomhed	Øvrige overførselsindtægter	-0.0	0.0	0.0	0.0	0.0	0.0
Uddannelses- og Forskningsministeriet	Videregående uddannelser og forskning	De videregående kunstneriske uddannelser	Arkitektskolen Aarhus	Almindelig virksomhed	Reserver og budgetregulering	0.0	1.7	0.0	0.0	0.0	0.0
Uddannelses- og Forskningsministeriet	Videregående uddannelser og forskning	De videregående kunstneriske uddannelser	Arkitektskolen Aarhus	Almindelig virksomhed	Fri egenkapital (budget. af årets resultat)	4.8	0.0	0.0	0.0	0.0	0.0
Uddannelses- og Forskningsministeriet	Videregående uddannelser og forskning	Tilskud erhvervsakademi/professionshøjsk.	Reserver og budgetreguleringer	Omstillingsreserver	Reserver og budgetregulering	0.0	0.0	0.0	0.0	0.1	0.1
Uddannelses- og Forskningsministeriet	Videregående uddannelser og forskning	Tilskud erhvervsakademi/professionshøjsk.	Reserver og budgetreguleringer	Reserve til lavere deltagerbetaling	Reserver og budgetregulering	0.0	0.0	0.0	20.2	19.8	19.4
Uddannelses- og Forskningsministeriet	Videregående uddannelser og forskning	Tilskud erhvervsakademi/professionshøjsk.	Reserver og budgetreguleringer	Reserve vedrørende de maritime uddannelser	Reserver og budgetregulering	0.0	2.3	2.2	2.2	2.1	2.1
Uddannelses- og Forskningsministeriet	Videregående uddannelser og forskning	Tilskud erhvervsakademi/professionshøjsk.	Forsknings- og udviklingsaktiviteter	Forsknings- og udviklingsaktiviteter	Tilskud til anden virks. og invest.tilskud	8.9	9.0	9.1	9.1	9.1	0.0
Uddannelses- og Forskningsministeriet	Videregående uddannelser og forskning	Tilskud erhvervsakademi/professionshøjsk.	Forsknings- og udviklingsaktiviteter	forsknings- og udviklingsaktiviteter	Tilskud til anden virks. og invest.tilskud	323.2	326.6	330.2	330.2	330.2	0.0
Uddannelses- og Forskningsministeriet	Videregående uddannelser og forskning	Tilskud erhvervsakademi/professionshøjsk.	Undervisningsmiddelcenterfunktionen	Ikke-aktivitetsafhængigt bygningstilskud	Tilskud til anden virks. og invest.tilskud	17.1	17.1	17.2	16.9	16.5	16.1
Uddannelses- og Forskningsministeriet	Videregående uddannelser og forskning	Tilskud erhvervsakademi/professionshøjsk.	Undervisningsmiddelcenterfunktionen	undervisningsmiddelcenterfunktionen	Tilskud til anden virks. og invest.tilskud	163.0	161.5	160.0	156.8	153.7	150.7
Uddannelses- og Forskningsministeriet	Videregående uddannelser og forskning	Tilskud erhvervsakademi/professionshøjsk.	Institutionstilskud	Maritime uddannelsesinstitutioner	Tilskud til anden virks. og invest.tilskud	13.6	13.8	14.0	14.0	14.0	13.7
Uddannelses- og Forskningsministeriet	Videregående uddannelser og forskning	Tilskud erhvervsakademi/professionshøjsk.	Institutionstilskud	Institutionstilskud til erhvervsakademier	Tilskud til anden virks. og invest.tilskud	12.4	13.5	13.6	13.6	13.6	13.3
Uddannelses- og Forskningsministeriet	Videregående uddannelser og forskning	Tilskud erhvervsakademi/professionshøjsk.	Institutionstilskud	Danmarks Medie- og Journalisthøjskole	Tilskud til anden virks. og invest.tilskud	14.3	14.2	9.7	9.5	9.4	9.3
Uddannelses- og Forskningsministeriet	Videregående uddannelser og forskning	Tilskud erhvervsakademi/professionshøjsk.	Institutionstilskud	Institutionstilskud til professionshøjskoler	Tilskud til anden virks. og invest.tilskud	90.3	92.2	91.4	89.5	87.7	86.0
Uddannelses- og Forskningsministeriet	Videregående uddannelser og forskning	Tilskud erhvervsakademi/professionshøjsk.	Faste tilskud til EHA, PH mv.	Tilskud til værksteder ifbm. med uddannelse i	Tilskud til anden virks. og invest.tilskud	4.2	4.2	2.6	2.6	2.4	2.4
Uddannelses- og Forskningsministeriet	Videregående uddannelser og forskning	Tilskud erhvervsakademi/professionshøjsk.	Faste tilskud til EHA, PH mv.	Kliniktilskud til tandplejere og tandtekniker	Tilskud til anden virks. og invest.tilskud	10.7	10.6	6.5	6.5	6.1	6.1
Uddannelses- og Forskningsministeriet	Videregående uddannelser og forskning	Tilskud erhvervsakademi/professionshøjsk.	Faste tilskud til EHA, PH mv.	Teori- og Metodecenter Hillerød	Tilskud til anden virks. og invest.tilskud	3.4	2.1	2.1	2.0	1.9	1.9
Uddannelses- og Forskningsministeriet	Videregående uddannelser og forskning	Tilskud erhvervsakademi/professionshøjsk.	Faste tilskud til EHA, PH mv.	Uddannelsesaktiviteter på Bornholm	Tilskud til anden virks. og invest.tilskud	3.8	7.1	7.1	6.9	6.9	6.8
Uddannelses- og Forskningsministeriet	Videregående uddannelser og forskning	Tilskud erhvervsakademi/professionshøjsk.	Faste tilskud til EHA, PH mv.	Grundtilskud til selvejende institutioner mv.	Tilskud til anden virks. og invest.tilskud	2.3	2.2	2.2	2.2	2.1	2.1
Uddannelses- og Forskningsministeriet	Videregående uddannelser og forskning	Tilskud erhvervsakademi/professionshøjsk.	Faste tilskud til EHA, PH mv.	Administration af udlandsstipendieordningen	Tilskud til anden virks. og invest.tilskud	1.0	1.0	1.0	0.9	0.9	0.9
Uddannelses- og Forskningsministeriet	Videregående uddannelser og forskning	Tilskud erhvervsakademi/professionshøjsk.	Faste tilskud til EHA, PH mv.	Småfagstilskud	Tilskud til anden virks. og invest.tilskud	4.5	4.9	4.8	4.7	4.6	4.5
Uddannelses- og Forskningsministeriet	Videregående uddannelser og forskning	Tilskud erhvervsakademi/professionshøjsk.	Faste tilskud til EHA, PH mv.	Danmarks Medie- og Journalisthøjskole	Tilskud til anden virks. og invest.tilskud	8.2	8.2	8.1	7.9	7.7	7.5
Uddannelses- og Forskningsministeriet	Videregående uddannelser og forskning	Tilskud erhvervsakademi/professionshøjsk.	Faste tilskud til EHA, PH mv.	Tilskud til universiteternes rektorkollegium	Tilskud til anden virks. og invest.tilskud	5.1	4.5	4.3	4.1	3.9	3.9
Uddannelses- og Forskningsministeriet	Videregående uddannelser og forskning	Tilskud erhvervsakademi/professionshøjsk.	Faste tilskud til EHA, PH mv.	Erhvervsakademiernes rektorkollegium	Tilskud til anden virks. og invest.tilskud	0.5	0.5	0.5	0.5	0.5	0.5
Uddannelses- og Forskningsministeriet	Videregående uddannelser og forskning	Tilskud erhvervsakademi/professionshøjsk.	Faste tilskud til EHA, PH mv.	Professionshøjskolernes Rektorkollegium	Tilskud til anden virks. og invest.tilskud	1.0	1.0	1.0	0.9	0.9	0.9
Uddannelses- og Forskningsministeriet	Videregående uddannelser og forskning	Tilskud erhvervsakademi/professionshøjsk.	Faste tilskud til EHA, PH mv.	Udgifter til Copydan	Tilskud til anden virks. og invest.tilskud	1.0	1.0	1.0	1.0	1.0	1.0
Uddannelses- og Forskningsministeriet	Videregående uddannelser og forskning	Tilskud erhvervsakademi/professionshøjsk.	Faste tilskud til EHA, PH mv.	Diverse bevillinger	Tilskud til anden virks. og invest.tilskud	6.1	17.0	0.0	0.0	0.0	0.0
Uddannelses- og Forskningsministeriet	Videregående uddannelser og forskning	Tilskud erhvervsakademi/professionshøjsk.	Ikke-aktivitetsbestemte bygningstilskud	Kapitaludgifter	Tilskud til anden virks. og invest.tilskud	26.3	19.0	18.7	18.4	18.0	17.7
Uddannelses- og Forskningsministeriet	Videregående uddannelser og forskning	Åben uddannelse mv.	Sygeplejefagligt diplomstudium	Taxametertilskud til undervisningsudgifter	Tilskud til anden virks. og invest.tilskud	5.5	7.4	7.4	7.3	7.1	7.0
Uddannelses- og Forskningsministeriet	Videregående uddannelser og forskning	Åben uddannelse mv.	Åben uddannelse	Aktivitetsbestemte bygningstaxametertilskud	Tilskud til anden virks. og invest.tilskud	26.9	26.5	29.9	28.8	28.3	27.8
Uddannelses- og Forskningsministeriet	Videregående uddannelser og forskning	Åben uddannelse mv.	Åben uddannelse	Taxametertilskud til undervisningsudgifter	Tilskud til anden virks. og invest.tilskud	219.1	282.0	260.8	234.6	229.6	224.6
Uddannelses- og Forskningsministeriet	Videregående uddannelser og forskning	EA, PH og Maritime uddannelser	Maritime uddannelser	Praktikpladstilskud	Tilskud til erhverv	18.5	20.9	21.0	22.3	22.3	21.9
Uddannelses- og Forskningsministeriet	Videregående uddannelser og forskning	EA, PH og Maritime uddannelser	Maritime uddannelser	Skoleskibet GEORG STAGE	Tilskud til anden virks. og invest.tilskud	6.3	9.3	9.3	9.1	9.0	8.8
Uddannelses- og Forskningsministeriet	Videregående uddannelser og forskning	EA, PH og Maritime uddannelser	Maritime uddannelser	Skoleskibet DANMARK	Tilskud til anden virks. og invest.tilskud	13.9	13.9	13.6	13.4	13.1	12.8
Uddannelses- og Forskningsministeriet	Videregående uddannelser og forskning	EA, PH og Maritime uddannelser	Maritime uddannelser	Maritime uddannelser	Tilskud til anden virks. og invest.tilskud	54.0	61.2	61.4	61.8	61.4	59.2
Uddannelses- og Forskningsministeriet	Videregående uddannelser og forskning	EA, PH og Maritime uddannelser	Professionsbacheloruddannelser mv.	Taxametertilskud, internationale	Tilskud til anden virks. og invest.tilskud	17.8	14.6	14.5	14.2	14.0	13.7
Uddannelses- og Forskningsministeriet	Videregående uddannelser og forskning	EA, PH og Maritime uddannelser	Professionsbacheloruddannelser mv.	Aktivitetsbestemte bygningstaxametertilskud	Interne statslige overførselsudgifter	0.4	0.0	0.0	0.0	0.0	0.0
Uddannelses- og Forskningsministeriet	Videregående uddannelser og forskning	EA, PH og Maritime uddannelser	Professionsbacheloruddannelser mv.	Aktivitetsbestemte bygningstaxametertilskud	Tilskud til anden virks. og invest.tilskud	437.9	470.4	494.9	496.3	487.8	479.9
Uddannelses- og Forskningsministeriet	Videregående uddannelser og forskning	EA, PH og Maritime uddannelser	Professionsbacheloruddannelser mv.	Taxametertilskud til undervisningsudgifter	Tilskud til anden virks. og invest.tilskud	3664.8	3795.6	3827.3	3765.1	3717.6	3656.5
Uddannelses- og Forskningsministeriet	Videregående uddannelser og forskning	EA, PH og Maritime uddannelser	Erhvervsakademiuddannelser mv.	Kom. f. d. Arnamagnæanske stift. vedr. ordbog	Tilskud til anden virks. og invest.tilskud	2.9	2.9	2.9	2.9	2.8	2.7
Uddannelses- og Forskningsministeriet	Videregående uddannelser og forskning	EA, PH og Maritime uddannelser	Erhvervsakademiuddannelser mv.	Aktivitetsbestemte bygningstaxametertilskud	Tilskud til anden virks. og invest.tilskud	135.5	149.8	156.7	149.9	145.2	142.1
Uddannelses- og Forskningsministeriet	Videregående uddannelser og forskning	EA, PH og Maritime uddannelser	Erhvervsakademiuddannelser mv.	Taxametertilskud til undervisningsudgifter	Tilskud til anden virks. og invest.tilskud	1203.2	1226.6	1193.5	1153.6	1129.2	1118.5
Uddannelses- og Forskningsministeriet	Videregående uddannelser og forskning	Særlige tilskud, universitetsområdet	Fællesbevillinger	myndighedsbetjening	Tilskud til anden virks. og invest.tilskud	22.2	21.1	21.4	21.4	21.4	21.4
Uddannelses- og Forskningsministeriet	Videregående uddannelser og forskning	Særlige tilskud, universitetsområdet	Fællesbevillinger	Administration af udlandsstipendieordningen	Tilskud til anden virks. og invest.tilskud	0.0	6.9	6.9	6.7	6.6	6.5
Uddannelses- og Forskningsministeriet	Videregående uddannelser og forskning	Særlige tilskud, universitetsområdet	Fællesbevillinger	Det Danske Universitetscenter i Beijing	Tilskud til anden virks. og invest.tilskud	31.5	44.6	44.5	43.8	43.2	14.0
Uddannelses- og Forskningsministeriet	Videregående uddannelser og forskning	Særlige tilskud, universitetsområdet	Fællesbevillinger	Reserve til kvalitetsudvikling	Tilskud til anden virks. og invest.tilskud	0.0	0.0	0.0	307.3	307.3	0.0
Uddannelses- og Forskningsministeriet	Videregående uddannelser og forskning	Særlige tilskud, universitetsområdet	Fællesbevillinger	Stipendieordning for udenlandske talenter	Tilskud til anden virks. og invest.tilskud	0.0	13.0	6.1	0.0	0.0	0.0
Uddannelses- og Forskningsministeriet	Videregående uddannelser og forskning	Særlige tilskud, universitetsområdet	Fællesbevillinger	Omstillingsreserve	Tilskud til anden virks. og invest.tilskud	0.0	19.7	0.0	19.5	35.2	646.9
Uddannelses- og Forskningsministeriet	Videregående uddannelser og forskning	Særlige tilskud, universitetsområdet	Fællesbevillinger	Huslejeregulering	Tilskud til anden virks. og invest.tilskud	0.0	6.9	6.7	6.6	6.3	6.2
Uddannelses- og Forskningsministeriet	Videregående uddannelser og forskning	Særlige tilskud, universitetsområdet	Fællesbevillinger	Udvikling mv.	Andre ordinære driftsomkostninger	4.3	0.0	0.0	0.0	0.0	0.0
Uddannelses- og Forskningsministeriet	Videregående uddannelser og forskning	Særlige tilskud, universitetsområdet	Fællesbevillinger	Udvikling mv.	Tilskud til anden virks. og invest.tilskud	1.6	5.1	2.4	1.1	0.8	0.7
Uddannelses- og Forskningsministeriet	Videregående uddannelser og forskning	Universiteter	IT-Universitetet i København	Almindelig virksomhed	Tilskud til anden virks. og invest.tilskud	219.0	217.9	221.6	219.0	215.7	196.4
Uddannelses- og Forskningsministeriet	Videregående uddannelser og forskning	Universiteter	Danmarks Tekniske Universitet	Tilskud mv.	Tilskud til anden virks. og invest.tilskud	2247.9	2344.5	2382.2	2387.6	2383.2	2194.4
Uddannelses- og Forskningsministeriet	Videregående uddannelser og forskning	Universiteter	Copenhagen Business School - Handelshøjskolen	Almindelig virksomhed	Tilskud til anden virks. og invest.tilskud	977.3	956.6	950.0	880.9	871.9	799.6
Uddannelses- og Forskningsministeriet	Videregående uddannelser og forskning	Universiteter	Aalborg Universitet	Almindelig virksomhed	Tilskud til anden virks. og invest.tilskud	1980.8	2021.8	2058.6	2024.6	2018.9	1851.7
Uddannelses- og Forskningsministeriet	Videregående uddannelser og forskning	Universiteter	Roskilde Universitet	Almindelig virksomhed	Tilskud til anden virks. og invest.tilskud	631.9	644.9	648.7	617.9	607.6	556.8
Uddannelses- og Forskningsministeriet	Videregående uddannelser og forskning	Universiteter	Syddansk Universitet	Almindelig virksomhed	Tilskud til anden virks. og invest.tilskud	1986.9	2085.0	2126.3	2079.8	2073.5	1912.8
Uddannelses- og Forskningsministeriet	Videregående uddannelser og forskning	Universiteter	Aarhus Universitet	Uddannelsesforskning	Tilskud til anden virks. og invest.tilskud	30.1	30.0	30.4	30.3	30.4	0.0
Uddannelses- og Forskningsministeriet	Videregående uddannelser og forskning	Universiteter	Aarhus Universitet	Almindelig virksomhed	Tilskud til anden virks. og invest.tilskud	3518.2	3622.2	3633.6	3525.2	3491.2	3166.8
Uddannelses- og Forskningsministeriet	Videregående uddannelser og forskning	Universiteter	Københavns Universitet	Almindelig virksomhed	Tilskud til anden virks. og invest.tilskud	5219.0	5264.7	5257.2	5102.5	5022.1	4584.3
Uddannelses- og Forskningsministeriet	Fællesudgifter	Centralstyrelsen	Reserver og budgetregulering	Omlægning af Barselsfonden	Reserver og budgetregulering	0.0	0.0	-17.0	-19.4	-22.9	-27.4
Uddannelses- og Forskningsministeriet	Fællesudgifter	Centralstyrelsen	Reserver og budgetregulering	Budgetregulering vedr. Statens It	Reserver og budgetregulering	0.0	-1.5	-1.8	-1.8	-1.8	-1.8
Uddannelses- og Forskningsministeriet	Fællesudgifter	Centralstyrelsen	Reserver og budgetregulering	Omstillingsreserve til forskningsinitiativer	Reserver og budgetregulering	0.0	0.0	0.0	0.0	0.0	50.8
Uddannelses- og Forskningsministeriet	Fællesudgifter	Centralstyrelsen	Reserver og budgetregulering	Reserve til dekommissioneringsopgaver	Reserver og budgetregulering	0.0	41.3	81.6	6.5	0.1	0.0
Uddannelses- og Forskningsministeriet	Fællesudgifter	Centralstyrelsen	Reserver og budgetregulering	Udflytning af statslige arbejdspladser	Reserver og budgetregulering	0.0	0.0	3.0	1.7	0.0	0.0
Uddannelses- og Forskningsministeriet	Fællesudgifter	Centralstyrelsen	Reserver og budgetregulering	Negativ budgetregulering vedrørende uddannels	Reserver og budgetregulering	0.0	0.0	-32.2	-66.6	-100.0	-111.1
Uddannelses- og Forskningsministeriet	Fællesudgifter	Centralstyrelsen	Reserver og budgetregulering	Provenu fra uddannelsesloft	Reserver og budgetregulering	0.0	0.0	80.6	155.1	95.4	119.9
Uddannelses- og Forskningsministeriet	Fællesudgifter	Centralstyrelsen	Reserver og budgetregulering	Administration af forskningsinitiativer	Lønninger / personaleomkostninger	0.0	21.1	15.7	14.7	14.7	1.4
Uddannelses- og Forskningsministeriet	Fællesudgifter	Centralstyrelsen	Reserver og budgetregulering	Administration af forskningsinitiativer	Andre ordinære driftsomkostninger	0.0	6.8	6.1	4.9	4.5	0.4
